"title","id","addr","cate.major","cate.minor","avg.cost","url"
"蔥品香 烘烤蔥油餅","1210649","台北市中山區農安街8-6號","早餐","早午餐",0,"http://www.ipeen.com.tw/shop/1210649-蔥品香-烘烤蔥油餅"
"傳統飯糰特製蛋餅專賣店","1178276","台南市北區長北街113號","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/1178276-傳統飯糰特製蛋餅專賣店"
"肉蛋吐司","1192283","台中市西區健行路748號","早餐","西式早餐",80,"http://www.ipeen.com.tw/shop/1192283-肉蛋吐司"
"巨森早餐吧屏東內埔店","630826","屏東縣內埔鄉廣濟路198號","早餐","其他類型早餐",89,"http://www.ipeen.com.tw/shop/630826-巨森早餐吧屏東內埔店"
"蕾佳朝午食坊","1057464","雲林縣斗六市雲林縣斗六市保長路50-209號","早餐","西式早餐",100,"http://www.ipeen.com.tw/shop/1057464-蕾佳朝午食坊"
"早安！美芝城(大林店)","932114","嘉義縣大林鎮忠孝路591號","早餐","西式早餐",50,"http://www.ipeen.com.tw/shop/932114-早安-美芝城-大林店"
"早安公雞(忠誠店)","1204958","台中市西區忠誠街99號","早餐","早午餐",116,"http://www.ipeen.com.tw/shop/1204958-早安公雞-忠誠店"
"30年老店汐止豆漿","471004","新北市汐止區樟樹一路135巷9號","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/471004-30年老店汐止豆漿"
"大骨瘦肉粥","619822","台中市南區工學路138號騎樓","早餐","中式早餐",55,"http://www.ipeen.com.tw/shop/619822-大骨瘦肉粥"
"三三早餐","1028094","台北市文山區木新路三段122號","早餐","西式早餐",90,"http://www.ipeen.com.tw/shop/1028094-三三早餐"
"咕咕叫吐司","1048070","高雄市三民區博愛一路192號","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/1048070-咕咕叫吐司"
"沙發客鬆餅","1062584","桃園市蘆竹區南順五街5號1樓","早餐","西式早餐",285,"http://www.ipeen.com.tw/shop/1062584-沙發客鬆餅"
"武廟炭烤三明治","980208","台南市中西區永福路227巷3號(武廟旁巷子裡)","早餐","西式早餐",30,"http://www.ipeen.com.tw/shop/980208-武廟炭烤三明治"
"CBD cafe","995182","台北市中山區長安東路2段36巷11號1樓","早餐","西式早餐",200,"http://www.ipeen.com.tw/shop/995182-CBD-cafe"
"古早味蛋餅","940226","高雄市左營區自由路孟子路口","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/940226-古早味蛋餅"
"土司森林茶飲輕食館","941196","台中市大里區塗城路513號","早餐","西式早餐",45,"http://www.ipeen.com.tw/shop/941196-土司森林茶飲輕食館"
"Butter 巴特2店 Brunch&cafe","1013648","台中市西區五權西四街13巷10號","早餐","早午餐",248,"http://www.ipeen.com.tw/shop/1013648-Butter-巴特2店-Brunch-cafe"
"小柏小傑","1026206","新北市板橋區文德路55號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1026206-小柏小傑"
"土佐 To Draw","1066050","嘉義市東區吳鳳南路17巷1-1號","早餐","西式早餐",253,"http://www.ipeen.com.tw/shop/1066050-土佐-To-Draw"
"古早味蛋餅","75137","台中市西屯區逢甲大門口右手邊(碧根飯店旁)","早餐","中式早餐",30,"http://www.ipeen.com.tw/shop/75137-古早味蛋餅"
"十分田","87450","新北市新莊區中平路81巷8號1樓","早餐","其他類型早餐",450,"http://www.ipeen.com.tw/shop/87450-十分田"
"成都豆漿大王","114427","新北市中和區新生街288號","早餐","中式早餐",50,"http://www.ipeen.com.tw/shop/114427-成都豆漿大王"
"陽光吐司中西式早餐","599236","台中市中區雙十路一段17-2號","早餐","其他類型早餐",100,"http://www.ipeen.com.tw/shop/599236-陽光吐司中西式早餐"
"APPLE 203(基隆深溪店)","610870","基隆市信義區深溪路","早餐","其他類型早餐",65,"http://www.ipeen.com.tw/shop/610870-APPLE-203-基隆深溪店"
"台南麻豆樂腳林草魚、虱目魚湯(粥)","629590","台南市麻豆區中山路80號","早餐","中式早餐",30,"http://www.ipeen.com.tw/shop/629590-台南麻豆樂腳林草魚-虱目魚湯-粥"
"巴士蛋餅(達人女中)","1031828","台北市內湖區內湖路二段193號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1031828-巴士蛋餅-達人女中"
"怒吃一波吐司沙拉工場  MAD EAT","1048170","台南市東區民族路一段68號","早餐","其他類型早餐",180,"http://www.ipeen.com.tw/shop/1048170-怒吃一波吐司沙拉工場-MAD-EAT"
"貓頭鷹咖啡館 Lazy Owl Cafe","1061998","桃園市蘆竹區南福街95號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1061998-貓頭鷹咖啡館-Lazy-Owl-Cafe"
"餐廳日 RESTAURANT DAY","1026798","台中市西區模範街24巷1號","早餐","其他類型早餐",0,"http://www.ipeen.com.tw/shop/1026798-餐廳日-RESTAURANT-DAY"
"CoffeeKen&Joe 喬式早餐","1026838","高雄市苓雅區忠孝二路19號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1026838-CoffeeKen-Joe-喬式早餐"
"壬之初","926582","新北市五股區五權路1號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/926582-壬之初"
"遇見幸福happiness","967914","屏東縣屏東市林森路一巷11號","早餐","西式早餐",145,"http://www.ipeen.com.tw/shop/967914-遇見幸福happiness"
"莫尼‧布朗琪 早午餐 Morning Brunch","1136966","屏東縣內埔鄉自強路32號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1136966-莫尼‧布朗琪-早午餐-Morning-Brunch"
"早晨好食光","1008638","嘉義市西區新榮路","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1008638-早晨好食光"
"哦嗨呦早餐店","938318","新北市新店區中正路349號","早餐","其他類型早餐",53,"http://www.ipeen.com.tw/shop/938318-哦嗨呦早餐店"
"沛芮<U+7445>早午餐","1010552","高雄市鼓山區明華路208號","早餐","西式早餐",150,"http://www.ipeen.com.tw/shop/1010552-沛芮<U+7445>早午餐"
"喜得炭火燒三明治(蘆洲店)","1046814","新北市蘆洲區長樂路56-2號","早餐","中式早餐",80,"http://www.ipeen.com.tw/shop/1046814-喜得炭火燒三明治-蘆洲店"
"洋福.yang fu","1168316","桃園市八德區中華路33號","早餐","早午餐",106,"http://www.ipeen.com.tw/shop/1168316-洋福-yang-fu"
"明<U+5CEF>早餐店","1115318","桃園市桃園區春日路270號","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/1115318-明<U+5CEF>早餐店"
"太古Home","1147853","台南市中西區民族路三段128號","早餐","早午餐",353,"http://www.ipeen.com.tw/shop/1147853-太古Home"
"笨豬<U+306E>胖","1079406","高雄市三民區正忠路400號","早餐","中式早餐",100,"http://www.ipeen.com.tw/shop/1079406-笨豬<U+306E>胖"
"拉亞漢堡 Laya Burger(高雄林森店)","71631","高雄市苓雅區林森二路148號","早餐","西式早餐",155,"http://www.ipeen.com.tw/shop/71631-拉亞漢堡-Laya-Burger-高雄林森店"
"萬佳鄉早餐店(高雄德二店)","106819","高雄市三民區金鼎路315號","早餐","西式早餐",50,"http://www.ipeen.com.tw/shop/106819-萬佳鄉早餐店-高雄德二店"
"A-Bao House(大雅店)","945502","台中市大雅區神林南路197巷55-17號","早餐","西式早餐",60,"http://www.ipeen.com.tw/shop/945502-A-Bao-House-大雅店"
"鐵板MAN","1024302","台北市北投區育仁路45號","早餐","西式早餐",65,"http://www.ipeen.com.tw/shop/1024302-鐵板MAN"
"好歐","1142048","花蓮縣花蓮市莊敬路208號","早餐","早午餐",209,"http://www.ipeen.com.tw/shop/1142048-好歐"
"吐司先生","1175387","新竹縣竹北市惟馨街56號","早餐","其他類型早餐",99,"http://www.ipeen.com.tw/shop/1175387-吐司先生"
"日棧飯糰","1114760","台中市西區自治街31號","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/1114760-日棧飯糰"
"蔥品香 烘烤蔥油餅","1210649","台北市中山區農安街8-6號","早餐","早午餐",0,"http://www.ipeen.com.tw/shop/1210649-蔥品香-烘烤蔥油餅"
"大媽早餐吧","116626","新北市中和區自治街32號","早餐","中式早餐",35,"http://www.ipeen.com.tw/shop/116626-大媽早餐吧"
"麻吉飯糰","116659","新北市板橋區裕民街約39號前","早餐","中式早餐",25,"http://www.ipeen.com.tw/shop/116659-麻吉飯糰"
"新竹桂花潤餅(逢甲店)","84206","台中市西屯區逢甲路20巷8號","早餐","中式早餐",35,"http://www.ipeen.com.tw/shop/84206-新竹桂花潤餅-逢甲店"
"可可漢堡店","151867","台中市北屯區東山路一段369號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/151867-可可漢堡店"
"易食小品(南崁直營店)","611760","桃園市蘆竹區奉化路162號1樓","早餐","其他類型早餐",80,"http://www.ipeen.com.tw/shop/611760-易食小品-南崁直營店"
"麥味登 Cafe&Brunch","616294","台中市北區永興街195號","早餐","西式早餐",108,"http://www.ipeen.com.tw/shop/616294-麥味登-Cafe-Brunch"
"漢堡小鎮","625932","桃園市中壢區新中北路202號","早餐","西式早餐",79,"http://www.ipeen.com.tw/shop/625932-漢堡小鎮"
"香雞莊","1061148","新北市蘆洲區長安街172巷1號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1061148-香雞莊"
"Meet米特早午餐","1061644","台中市東區振興路2-5號","早餐","西式早餐",139,"http://www.ipeen.com.tw/shop/1061644-Meet米特早午餐"
"呷找餐碳烤吐司","1029524","新北市三重區新北市三重區文化南路22號","早餐","中式早餐",60,"http://www.ipeen.com.tw/shop/1029524-呷找餐碳烤吐司"
"Roy&Judy 早午輕食館","1053652","桃園市平鎮區新興路92號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1053652-Roy-Judy-早午輕食館"
"阿弟仔飯糰","1038934","台北市中山區松江路297巷","早餐","中式早餐",30,"http://www.ipeen.com.tw/shop/1038934-阿弟仔飯糰"
"晴早咖啡早午餐","1039036","台中市北屯區東山路","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1039036-晴早咖啡早午餐"
"黑豆漿手工包子","1039112","新竹市東區食品路160號1樓","早餐","中式早餐",50,"http://www.ipeen.com.tw/shop/1039112-黑豆漿手工包子"
"老戴豆漿大王","1026468","基隆市仁愛區孝三路49號","早餐","中式早餐",53,"http://www.ipeen.com.tw/shop/1026468-老戴豆漿大王"
"初初看碳烤吐司專賣店","1248009","台北市松山區民權東路三段160巷19弄1號","早餐","早午餐",0,"http://www.ipeen.com.tw/shop/1248009-初初看碳烤吐司專賣店"
"極品軒複合式餐坊","930012","南投縣埔里鎮南安路755號","早餐","其他類型早餐",120,"http://www.ipeen.com.tw/shop/930012-極品軒複合式餐坊"
"無名早餐店","961076","嘉義縣大林鎮中興路與中林路交叉口附近","早餐","中式早餐",43,"http://www.ipeen.com.tw/shop/961076-無名早餐店"
"炸蛋吐司","1001760","南投縣南投市中學西路181號","早餐","西式早餐",105,"http://www.ipeen.com.tw/shop/1001760-炸蛋吐司"
"珍珍美食","991038","高雄市楠梓區德民路356巷19號","早餐","中式早餐",48,"http://www.ipeen.com.tw/shop/991038-珍珍美食"
"巧香早餐店","939276","新北市蘆洲區光華路78號","早餐","西式早餐",50,"http://www.ipeen.com.tw/shop/939276-巧香早餐店"
"早安！美芝城","932098","高雄市新興區洛陽街32號1樓","早餐","西式早餐",55,"http://www.ipeen.com.tw/shop/932098-早安-美芝城"
"OCHO早午餐","924036","台南市東區東光路二段80號","早餐","其他類型早餐",0,"http://www.ipeen.com.tw/shop/924036-OCHO早午餐"
"呷找餐碳烤吐司","1029524","新北市三重區新北市三重區文化南路22號","早餐","中式早餐",60,"http://www.ipeen.com.tw/shop/1029524-呷找餐碳烤吐司"
"老戴豆漿大王","1026468","基隆市仁愛區孝三路49號","早餐","中式早餐",53,"http://www.ipeen.com.tw/shop/1026468-老戴豆漿大王"
"STOP新美食主義","1027188","台中市西區民權路213巷1號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1027188-STOP新美食主義"
"麥町吐司工房(台中大慶店)","1136186","台中市南區大慶街二段6-16巷35號","早餐","早午餐",105,"http://www.ipeen.com.tw/shop/1136186-麥町吐司工房-台中大慶店"
"莫札特咖啡早午餐&西點小舖","1118744","新北市新莊區西盛街367號","早餐","早午餐",0,"http://www.ipeen.com.tw/shop/1118744-莫札特咖啡早午餐-西點小舖"
"早玖晚伍","1112798","台中市西區精誠二十二街19號","早餐","早午餐",0,"http://www.ipeen.com.tw/shop/1112798-早玖晚伍"
"吃吐吧","1095860","台北市中正區羅斯福路四段138-1號","早餐","其他類型早餐",63,"http://www.ipeen.com.tw/shop/1095860-吃吐吧"
"日十。早午餐","1098731","台南市北區成功路22巷5-5號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1098731-日十。早午餐"
"麥町吐司工房(桃園市中壢區文化店)","1045288","桃園市中壢區文化路325號1樓","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/1045288-麥町吐司工房-桃園市中壢區文化店"
"黑箱輕食早午餐","1141136","台中市西屯區大有街160號一樓","早餐","早午餐",189,"http://www.ipeen.com.tw/shop/1141136-黑箱輕食早午餐"
"瑞麟美而美(秀群店)","50613","高雄市楠梓區秀群路455-2號","早餐","西式早餐",40,"http://www.ipeen.com.tw/shop/50613-瑞麟美而美-秀群店"
"京采包子饅頭","109524","金門縣金湖鎮民權路71號","早餐","中式早餐",15,"http://www.ipeen.com.tw/shop/109524-京采包子饅頭"
"富美永和豆漿大王","114316","新北市中和區員山路150-1號","早餐","中式早餐",50,"http://www.ipeen.com.tw/shop/114316-富美永和豆漿大王"
"日久阿囉哈(立農店)","119547","台北市北投區立農街二段283號","早餐","西式早餐",50,"http://www.ipeen.com.tw/shop/119547-日久阿囉哈-立農店"
"世界豆漿大王","117068","新北市板橋區南雅南路一段5巷1號","早餐","中式早餐",15,"http://www.ipeen.com.tw/shop/117068-世界豆漿大王"
"巨森早餐吧","115819","新北市中和區員山路143巷1號1樓","早餐","西式早餐",50,"http://www.ipeen.com.tw/shop/115819-巨森早餐吧"
"陳家豆漿","115898","台南市東區裕豐街238號","早餐","中式早餐",35,"http://www.ipeen.com.tw/shop/115898-陳家豆漿"
"板橋龍山永和豆漿大王","116524","新北市板橋區大仁街86號","早餐","中式早餐",50,"http://www.ipeen.com.tw/shop/116524-板橋龍山永和豆漿大王"
"麥味登 Cafe&Brunch","116586","新北市中和區建八路18-1號1樓","早餐","西式早餐",90,"http://www.ipeen.com.tw/shop/116586-麥味登-Cafe-Brunch"
"巷口早餐店","116627","新北市中和區莒光路101號","早餐","中式早餐",35,"http://www.ipeen.com.tw/shop/116627-巷口早餐店"
"逸驊早餐","125239","台北市士林區中山北路七段190巷6之1號","早餐","西式早餐",65,"http://www.ipeen.com.tw/shop/125239-逸驊早餐"
"永和豆漿大王","734530","桃園市中壢區民族路70號","早餐","中式早餐",100,"http://www.ipeen.com.tw/shop/734530-永和豆漿大王"
"麥味登 Cafe&Brunch(正南店)","583917","台南市永康區正南三路173號","早餐","西式早餐",65,"http://www.ipeen.com.tw/shop/583917-麥味登-Cafe-Brunch-正南店"
"美又美早餐(大峰店)","608864","台中市豐原區市前街62號","早餐","西式早餐",60,"http://www.ipeen.com.tw/shop/608864-美又美早餐-大峰店"
"點匠輕鬆小品","1077420","台中市北區英才路389號1樓","早餐","其他類型早餐",0,"http://www.ipeen.com.tw/shop/1077420-點匠輕鬆小品"
"樂活晨間飲食館","642064","屏東縣屏東市廣東路164號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/642064-樂活晨間飲食館"
"拉亞漢堡 Laya Burger(高雄河堤店)","42820","高雄市三民區河堤路488號","早餐","西式早餐",60,"http://www.ipeen.com.tw/shop/42820-拉亞漢堡-Laya-Burger-高雄河堤店"
"心悅晨食館(太平店)","151027","台中市太平區宜佳街41巷2號","早餐","西式早餐",20,"http://www.ipeen.com.tw/shop/151027-心悅晨食館-太平店"
"小太陽早餐店","601316","屏東縣屏東市莊敬街一段75號","早餐","西式早餐",30,"http://www.ipeen.com.tw/shop/601316-小太陽早餐店"
"福森Cafe'廚房(文化店)","634186","桃園市大溪區文化路89號","早餐","西式早餐",86,"http://www.ipeen.com.tw/shop/634186-福森Cafe-廚房-文化店"
"上禾味永和豆漿大王","635766","桃園市桃園區大有路486號","早餐","中式早餐",52,"http://www.ipeen.com.tw/shop/635766-上禾味永和豆漿大王"
"東昌早點","146857","高雄市苓雅區六合路42-9號","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/146857-東昌早點"
"帕尼尼’S早餐屋","824892","屏東縣恆春鎮南灣路390號","早餐","西式早餐",60,"http://www.ipeen.com.tw/shop/824892-帕尼尼-S早餐屋"
"喜得炭火燒三明治(信義吳興店)","1036738","台北市信義區吳興街156巷16弄5號","早餐","其他類型早餐",0,"http://www.ipeen.com.tw/shop/1036738-喜得炭火燒三明治-信義吳興店"
"摩妮早餐","1037490","桃園市中壢區新中北路421號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1037490-摩妮早餐"
"輕晨食光 Happy 21 Brunch & Cafe","1040622","高雄市楠梓區土庫路21號","早餐","西式早餐",100,"http://www.ipeen.com.tw/shop/1040622-輕晨食光-Happy-21-Brunch-Cafe"
"媛媽輕食廚坊","1052062","高雄市鼓山區文忠路112號","早餐","西式早餐",85,"http://www.ipeen.com.tw/shop/1052062-媛媽輕食廚坊"
"史丹漢堡","1039374","桃園市桃園區大業路一段320號","早餐","其他類型早餐",0,"http://www.ipeen.com.tw/shop/1039374-史丹漢堡"
"巧嗑輕食營養早餐","1063404","桃園市中壢區領航北路二段288號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1063404-巧嗑輕食營養早餐"
"自然好物全日輕食","958926","台南市北區公園北路140號","早餐","西式早餐",149,"http://www.ipeen.com.tw/shop/958926-自然好物全日輕食"
"雨田+","1111121","新北市新店區德正街22號","早餐","其他類型早餐",285,"http://www.ipeen.com.tw/shop/1111121-雨田"
"Miss DouDou cafe 荳荳咖啡屋","1006240","台南市永康區崑山街253巷15號","早餐","西式早餐",310,"http://www.ipeen.com.tw/shop/1006240-Miss-DouDou-cafe-荳荳咖啡屋"
"好旺角精緻早午餐下午茶","996488","新北市三峽區國光街43巷3號","早餐","西式早餐",85,"http://www.ipeen.com.tw/shop/996488-好旺角精緻早午餐下午茶"
"活力堡早午餐","996788","桃園市桃園區中山北路119號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/996788-活力堡早午餐"
"篤行天津湯包家鄉早點","1000422","台中市北區篤行路332號","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/1000422-篤行天津湯包家鄉早點"
"樂夏貓楓糖法式吐司","974256","新北市淡水區新民街162巷","早餐","西式早餐",50,"http://www.ipeen.com.tw/shop/974256-樂夏貓楓糖法式吐司"
"三峽黑珍珠飯糰阿萬師紫米飯糰","1020212","新北市三峽區大學路與學府路交叉口","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/1020212-三峽黑珍珠飯糰阿萬師紫米飯糰"
"無名素食紫米飯糰","1020288","新北市永和區環河東路三段58-1號","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/1020288-無名素食紫米飯糰"
"巨人傳統早餐","1020596","台中市北區錦中街72號","早餐","中式早餐",70,"http://www.ipeen.com.tw/shop/1020596-巨人傳統早餐"
"振香永和豆漿大王","1018920","台南市北區大同路2段231號","早餐","中式早餐",84,"http://www.ipeen.com.tw/shop/1018920-振香永和豆漿大王"
"白色小屋","1016408","台南市東區東平路39號","早餐","西式早餐",250,"http://www.ipeen.com.tw/shop/1016408-白色小屋"
"影三早點","1057578","台南市永康區復國路53巷","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/1057578-影三早點"
"輕晨食光 Happy 21 Brunch & Cafe","1040622","高雄市楠梓區土庫路21號","早餐","西式早餐",100,"http://www.ipeen.com.tw/shop/1040622-輕晨食光-Happy-21-Brunch-Cafe"
"好日子Good Day渡假小餐館","1072324","屏東縣恆春鎮西門路13號","早餐","西式早餐",170,"http://www.ipeen.com.tw/shop/1072324-好日子Good-Day渡假小餐館"
"歐浮找餐 Oops！foody","1076666","新竹市東區振興路83號","早餐","西式早餐",135,"http://www.ipeen.com.tw/shop/1076666-歐浮找餐-Oops-foody"
"布朗琪 Miss Brunch 輕食咖啡早午餐","1105157","桃園市中壢區中山東路三段527號","早餐","西式早餐",215,"http://www.ipeen.com.tw/shop/1105157-布朗琪-Miss-Brunch-輕食咖啡早午餐"
"麥町吐司工房(桃園市中壢區文化店)","1045288","桃園市中壢區文化路325號1樓","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/1045288-麥町吐司工房-桃園市中壢區文化店"
"晨吉司漢肉排蛋土司(中平店)","1117406","桃園市桃園區中平路一百二十三號","早餐","中式早餐",50,"http://www.ipeen.com.tw/shop/1117406-晨吉司漢肉排蛋土司-中平店"
"MAX炭火吐司-南京總店","1176824","台北市中山區四平街110號","早餐","早午餐",0,"http://www.ipeen.com.tw/shop/1176824-MAX炭火吐司-南京總店"
"想厝早午餐","1113527","屏東縣屏東市莊敬街2段113巷11號","早餐","早午餐",0,"http://www.ipeen.com.tw/shop/1113527-想厝早午餐"
"老李早餐店","1178324","台南市中西區公園路12號","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/1178324-老李早餐店"
"6吋盤早午餐-文中店","1199753","高雄市鳳山區文中街236號","早餐","早午餐",151,"http://www.ipeen.com.tw/shop/1199753-6吋盤早午餐-文中店"
"麥味登 Cafe&Brunch(長榮店)","70147","台南市歸仁區大潭村中正南路三段165號","早餐","西式早餐",92,"http://www.ipeen.com.tw/shop/70147-麥味登-Cafe-Brunch-長榮店"
"早餐堡","116751","台北市松山區吉祥路12號","早餐","西式早餐",45,"http://www.ipeen.com.tw/shop/116751-早餐堡"
"Light Diet & Beverages","1036346","彰化縣員林市新義街336號","早餐","西式早餐",82,"http://www.ipeen.com.tw/shop/1036346-Light-Diet-Beverages"
"早點報到","961860","屏東縣東港鎮新生三路148號","早餐","其他類型早餐",0,"http://www.ipeen.com.tw/shop/961860-早點報到"
"小媽咪早午餐","944724","嘉義縣民雄鄉復興路177-1號","早餐","西式早餐",80,"http://www.ipeen.com.tw/shop/944724-小媽咪早午餐"
"馬克早餐館","992130","高雄市岡山區忠誠街46號","早餐","西式早餐",43,"http://www.ipeen.com.tw/shop/992130-馬克早餐館"
"森林漢堡屋","1003192","新竹縣新豐鄉松林街106號","早餐","中式早餐",45,"http://www.ipeen.com.tw/shop/1003192-森林漢堡屋"
"紅橘子精緻早餐(四平店)","934744","台北市中山區四平街110號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/934744-紅橘子精緻早餐-四平店"
"早安！美芝城(南昌店)","1020086","台北市中正區南昌路一段19號","早餐","西式早餐",77,"http://www.ipeen.com.tw/shop/1020086-早安-美芝城-南昌店"
"晨安早餐","1045402","新北市新莊區新莊路363號","早餐","西式早餐",47,"http://www.ipeen.com.tw/shop/1045402-晨安早餐"
"雨田+","1111121","新北市新店區德正街22號","早餐","其他類型早餐",285,"http://www.ipeen.com.tw/shop/1111121-雨田"
"元豪湯包、蒸餃","1076776","屏東縣潮州鎮興隆路158號","早餐","中式早餐",60,"http://www.ipeen.com.tw/shop/1076776-元豪湯包-蒸餃"
"Mixto手作三明治","1110365","台中市北區太平路77號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1110365-Mixto手作三明治"
"力行早點","1098764","台中市東區福仁街與富台街口","早餐","中式早餐",34,"http://www.ipeen.com.tw/shop/1098764-力行早點"
"城東合作社咖啡 East Town Co. Cafe","1145720","台南市東區東門路一段211巷13號","早餐","早午餐",0,"http://www.ipeen.com.tw/shop/1145720-城東合作社咖啡-East-Town-Co-Cafe"
"小旺號(小旺北車櫃)","1163468","台北市中正區台北市中正區北平西路3號1樓   (微風台北車站 東一門)","早餐","西式早餐",100,"http://www.ipeen.com.tw/shop/1163468-小旺號-小旺北車櫃"
"【台中大里】講美早午餐 - 古早味油飯、招牌菜頭粿、肉燥炒麵","1183238","台中市大里區德芳南三街41號","早餐","中式早餐",35,"http://www.ipeen.com.tw/shop/1183238-台中大里-講美早午餐-古早味油飯-招牌菜頭粿-肉燥炒麵"
"璐璐太太早午餐","1191233","高雄市新興區球庭路67號","早餐","早午餐",99,"http://www.ipeen.com.tw/shop/1191233-璐璐太太早午餐"
"早餐好樂 How The Breakfast","1096640","嘉義市東區和平路246號","早餐","西式早餐",110,"http://www.ipeen.com.tw/shop/1096640-早餐好樂-How-The-Breakfast"
"阿蘭姐水晶餃","1114178","苗栗縣苗栗市新苗街61巷49號","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/1114178-阿蘭姐水晶餃"
"BOITE薄依特","1214726","高雄市鳳山區南和一路102號","早餐","西式早餐",0,"http://www.ipeen.com.tw/shop/1214726-BOITE薄依特"
"麥味登光復健康店","1081709","台北市松山區光復北路129號","早餐","其他類型早餐",105,"http://www.ipeen.com.tw/shop/1081709-麥味登光復健康店"
"鹿的角落早午餐下午茶","1212224","桃園市大溪區民權東路135號","早餐","早午餐",180,"http://www.ipeen.com.tw/shop/1212224-鹿的角落早午餐下午茶"
"榮古早味","1164080","新北市三重區文化北路156之1號","早餐","其他類型早餐",65,"http://www.ipeen.com.tw/shop/1164080-榮古早味"
"麥味登 Cafe&Brunch(永和常富店)","94025","新北市永和區成功路二段15號","早餐","西式早餐",70,"http://www.ipeen.com.tw/shop/94025-麥味登-Cafe-Brunch-永和常富店"
"早安！美芝城(花蓮活力府前)","94545","花蓮縣花蓮市府前路356號","早餐","西式早餐",60,"http://www.ipeen.com.tw/shop/94545-早安-美芝城-花蓮活力府前"
"漿餅屋豆漿","1217522","新北市中和區秀朗路三段128巷1弄2號","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/1217522-漿餅屋豆漿"
"拉亞漢堡 Laya Burger(北市景興店)","90730","台北市文山區景興路59號","早餐","西式早餐",50,"http://www.ipeen.com.tw/shop/90730-拉亞漢堡-Laya-Burger-北市景興店"
"拉亞漢堡 Laya Burger(虎尾林森店)","91293","雲林縣虎尾鎮林森路二段214號","早餐","西式早餐",45,"http://www.ipeen.com.tw/shop/91293-拉亞漢堡-Laya-Burger-虎尾林森店"
"早安！美芝城(天津店)","118162","台中市北屯區天津路四段47號","早餐","西式早餐",40,"http://www.ipeen.com.tw/shop/118162-早安-美芝城-天津店"
"隔壁早點","109457","高雄市苓雅區苓雅二路60號","早餐","中式早餐",0,"http://www.ipeen.com.tw/shop/109457-隔壁早點"
"拉亞漢堡 Laya Burger(新南店)","114761","桃園市蘆竹區新南路一段125號1樓","早餐","西式早餐",50,"http://www.ipeen.com.tw/shop/114761-拉亞漢堡-Laya-Burger-新南店"
"瑞麟美而美","114871","新北市中和區員山路148巷34號1樓","早餐","西式早餐",45,"http://www.ipeen.com.tw/shop/114871-瑞麟美而美"
"麥味登 Cafe&Brunch","117000","新北市中和區連城路334號1樓","早餐","西式早餐",45,"http://www.ipeen.com.tw/shop/117000-麥味登-Cafe-Brunch"
"晨曦複合式早午餐","117308","新北市中和區建一路192號1樓","早餐","西式早餐",50,"http://www.ipeen.com.tw/shop/117308-晨曦複合式早午餐"
"傳香飯糰","114141","南投縣南投市中正路與中學西路交叉口附近","早餐","中式早餐",30,"http://www.ipeen.com.tw/shop/114141-傳香飯糰"
"麥味登 Cafe&Brunch(富里店)","114443","花蓮縣富里鄉中山路155號","早餐","西式早餐",69,"http://www.ipeen.com.tw/shop/114443-麥味登-Cafe-Brunch-富里店"
"拉亞漢堡 Laya Burger(中和德光店)","116885","新北市中和區德光路42號","早餐","西式早餐",20,"http://www.ipeen.com.tw/shop/116885-拉亞漢堡-Laya-Burger-中和德光店"
